Title,Cites,Year,Reference,Publisher,Tag,Link,Description
Bagging of convolutional neural networks for diagnostic of eye diseases.,13, 2020,"M Smaida, S Yaroshchak - COLINS, 2020 - ceur-ws.org",ceur-ws.org, COLINS,http://ceur-ws.org/Vol-2604/paper49.pdf,"… niques of deep learning to perform multi-class classification, in order to classify eye diseases. 
… The dataset includes images of glaucoma, myopia, diabetic retinopathy, and Normal eye …"
Computational intelligence in diagnosis and prognosis of gestational diabetes using deep learning,7, 2019,"K Meenakshi, G Maragatham - Research Journal of Pharmacy and …, 2019 - rjptonline.org",rjptonline.org, Research Journal of Pharmacy and …,https://rjptonline.org/HTML_Papers/Research%20Journal%20of%20Pharmacy%20and%20Technology__PID__2019-12-8-59.html,"… Various Machine Learning Algorithms are used to classify the health care data and the … 
machine learning approaches 6 . Artificial Neural Network is used to detect Diabetic Retinopathy, …"
Small Scale Feature Propagation Using Deep Residual Learning for Diabetic Retinopathy Classification,3, 2019,"AC Metan, A Lambert… - 2019 IEEE 4th International …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2019 IEEE 4th International …,https://ieeexplore.ieee.org/abstract/document/8981096/,"… deep learning applications. In this paper we investigate the effects of small scale feature 
propagation for improving diabetic retinopathy classification… Contemporary diagnostic criteria for …"
A comprehensive set of novel residual blocks for deep learning architectures for diagnosis of retinal diseases from optical coherence tomography images,6, 2021,"SA Kamran, S Saha, AS Sabbir, A Tavakkoli - Deep Learning Applications …, 2021 - Springer",Springer, Deep Learning Applications …,https://link.springer.com/chapter/10.1007/978-981-15-6759-9_2,"… Diabetic Retinopathy and other retinal … deep learning classification models on SD-OCT 
images and the developments and contributions we achieved with our proposed deep learning …"
Optic-net: A novel convolutional neural network for diagnosis of retinal diseases from optical tomography images,28, 2019,"SA Kamran, S Saha, AS Sabbir… - … On Machine Learning …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, … On Machine Learning …,https://ieeexplore.ieee.org/abstract/document/8999264/,"… of every diabetic patient develops Diabetic Retinopathy (DR). … help diagnose Diabetic 
Retinopathy and other related Retinal … propose for the classification of retinal diseases from …"
"Artificial intelligence for diabetic retinopathy screening, prediction and management",46, 2020,"DV Gunasekeran, DSW Ting, GSW Tan… - Current opinion in …, 2020 - journals.lww.com",journals.lww.com, Current opinion in …,https://journals.lww.com/co-ophthalmology/Fulltext/2020/09000/Artificial_intelligence_for_diabetic_retinopathy.9.aspx?context=LatestArticles,"… For example, the diagnosis of diabetic retinopathy is only … of deep learning algorithms in 
detecting diabetic retinopathy (… variations in diabetic retinopathy classification practices and …"
"Fundus retinal image analyses for screening and diagnosing diabetic retinopathy, macular edema, and glaucoma disorders",21, 2020,"RJ Chalakkal, WH Abdulla, SC Hong - Diabetes and Fundus OCT, 2020 - Elsevier",Elsevier, Diabetes and Fundus OCT,https://www.sciencedirect.com/science/article/pii/B9780128174401000036,"… be screened and diagnosed using fundus retinal images. In this … machine learning and 
deep learning approaches have become very common. These methods offer better classification …"
Diabetic retinopathy fundus image classification using discrete wavelet transform,13, 2018,"M Ur Rehman, Z Abbas, SH Khan… - 2018 2nd International …, 2018 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2018 2nd International …,https://ieeexplore.ieee.org/abstract/document/8448628/,"… retinal abnormality detection and classification approach: Computer aided detection for 
diabetic retinopathy by machine learning … as diagnostic tool for diabetic retinopathy,” in Digital …"
An efficient automated system for detection of diabetic retinopathy from fundus images using support vector machine and bayesian classifiers,31, 2012,"K Narasimhan, VC Neha… - … Electronics and Electrical …, 2012 - ieeexplore.ieee.org",ieeexplore.ieee.org, … Electronics and Electrical …,https://ieeexplore.ieee.org/abstract/document/6203804/,"… for detection and classification of vascular abnormalities in diabetic retinopathy. The vascular 
… tele diagnosis database. A computer program based on machine learning was developed …"
Microaneurysm detection using principal component analysis and machine learning methods,61, 2018,"W Cao, N Czarnek, J Shan, L Li - IEEE transactions on …, 2018 - ieeexplore.ieee.org",ieeexplore.ieee.org, IEEE transactions on …,https://ieeexplore.ieee.org/abstract/document/8364584/,"… These patches were then classified as either MA or non-MA using the high-… diagnosis of 
diabetic retinopathy using the publicly available database DIARETDB1. The machine learning …"
Neural networks with manifold learning for diabetic retinopathy detection,4, 2016,"AR Rajanna, K Aryafar, R Ramchandran… - arXiv preprint arXiv …, 2016 - arxiv.org",arxiv.org, arXiv preprint arXiv …,https://arxiv.org/abs/1612.03961,"… diagnosis of retinal images have recently gained increasing attention in the machine learning 
… a set of neural networks for diabetic retinopathy classification of fundus retinal images. We …"
Fundamental principles of an effective diabetic retinopathy screening program,22, 2020,"P Lanzetta, V Sarao, PH Scanlon, J Barratt, M Porta… - Acta …, 2020 - Springer",Springer, Acta …,https://link.springer.com/article/10.1007/s00592-020-01506-8,"… The diagnostic performance of artificial intelligence (AI)-… Deep learning (DL) is an AI-based 
application whereby … , the Scottish Diabetic Retinopathy Grading Scheme was chosen …"
Microaneurysm detection in fundus images using small image patches and machine learning methods,19, 2017,"W Cao, J Shan, N Czarnek, L Li - 2017 IEEE International …, 2017 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2017 IEEE International …,https://ieeexplore.ieee.org/abstract/document/8217671/,"… been successfully applied to various classification and recognition tasks [8]–[… diagnosis of 
diabetic retinopathy using the publicly available database DIARETDB1. The machine learning …"
Hard exudate detection based on deep model learned information and multi-feature joint representation for diabetic retinopathy screening,35, 2020,"H Wang, G Yuan, X Zhao, L Peng, Z Wang, Y He… - Computer methods and …, 2020 - Elsevier",Elsevier, Computer methods and …,https://www.sciencedirect.com/science/article/pii/S0169260719302081,"… : Diabetic retinopathy (DR), which is generally diagnosed by … Deep learning methods are 
scarce in this domain because … and image classification by training different networks separately…"
Bagging of convolutional neural networks for diagnostic of eye diseases.,13, 2020,"M Smaida, S Yaroshchak - COLINS, 2020 - ceur-ws.org",ceur-ws.org, COLINS,http://ceur-ws.org/Vol-2604/paper49.pdf,"… niques of deep learning to perform multi-class classification, in order to classify eye diseases. 
… The dataset includes images of glaucoma, myopia, diabetic retinopathy, and Normal eye …"
Computational intelligence in diagnosis and prognosis of gestational diabetes using deep learning,7, 2019,"K Meenakshi, G Maragatham - Research Journal of Pharmacy and …, 2019 - rjptonline.org",rjptonline.org, Research Journal of Pharmacy and …,https://rjptonline.org/HTML_Papers/Research%20Journal%20of%20Pharmacy%20and%20Technology__PID__2019-12-8-59.html,"… Various Machine Learning Algorithms are used to classify the health care data and the … 
machine learning approaches 6 . Artificial Neural Network is used to detect Diabetic Retinopathy, …"
Small Scale Feature Propagation Using Deep Residual Learning for Diabetic Retinopathy Classification,3, 2019,"AC Metan, A Lambert… - 2019 IEEE 4th International …, 2019 - ieeexplore.ieee.org",ieeexplore.ieee.org, 2019 IEEE 4th International …,https://ieeexplore.ieee.org/abstract/document/8981096/,"… deep learning applications. In this paper we investigate the effects of small scale feature 
propagation for improving diabetic retinopathy classification… Contemporary diagnostic criteria for …"
Automatic Microaneurysms Detection for Early Diagnosis of Diabetic Retinopathy Using Improved Discrete Particle Swarm Optimization,4, 2022,"U Bhimavarapu, G Battineni - Journal of Personalized Medicine, 2022 - mdpi.com",mdpi.com, Journal of Personalized Medicine,https://www.mdpi.com/1507762,"… in many areas by using deep learning algorithms. In medical imaging, including retinal 
images, several deep learning algorithms for the classification or detection of certain disease …"
Detecting grades of diabetic retinopathy by extraction of retinal lesions using digital fundus images,2, 2021,"A Dutta, P Agarwal, A Mittal, S Khandelwal - Research on Biomedical …, 2021 - Springer",Springer, Research on Biomedical …,https://link.springer.com/article/10.1007/s42600-021-00177-w,"… ), and its variants are also used to diagnose and classify the severity of DR accurately in … 
binary as well as multiclass classification through various machine learning models. Various pre-…"
Detection of Diabetic Retinopathy Using Deep Learning-Based Framework,1, 2022,"I Ahmad, VP Singh, S Agarwal - Machine Intelligence and Smart Systems, 2022 - Springer",Springer, Machine Intelligence and Smart Systems,https://link.springer.com/chapter/10.1007/978-981-16-9650-3_17,"… a deep learning-based framework for the detection and classification of diabetic retinopathy, 
… encouraging, and it can assist to the doctors and radiologist in the early diagnosis of DR. …"
Fundus image classification using VGG-19 architecture with PCA and SVD,224, 2018,"M Mateen, J Wen, S Song, Z Huang - Symmetry, 2018 - mdpi.com",mdpi.com, Symmetry,https://www.mdpi.com/383904,"… retinal abnormality detection and classification approach: Computer aided detection for 
diabetic retinopathy by machine learning … images for the diagnosis of diabetic retinopathy. In …"
A comprehensive set of novel residual blocks for deep learning architectures for diagnosis of retinal diseases from optical coherence tomography images,6, 2021,"SA Kamran, S Saha, AS Sabbir, A Tavakkoli - Deep Learning Applications …, 2021 - Springer",Springer, Deep Learning Applications …,https://link.springer.com/chapter/10.1007/978-981-15-6759-9_2,"… Diabetic Retinopathy and other retinal … deep learning classification models on SD-OCT 
images and the developments and contributions we achieved with our proposed deep learning …"
